row,timestamp,time delta,Step,Learning_Rate,Total_Loss,Reconstruction_Loss,Cycle_Consistency...,Motion_Linearity_...,Stable_Motion_Loss,Temporal_Regulari...
1,2019-04-19 09:42:02.703909,0.000019312,9,1.000000000e-04,2.768380838e-02,2.768380838e-02,2.869943120e-02,8.683769070e-02,4.940906093e-02,3.387226891e-02
2,2019-04-19 09:42:16.618452,13.914642572,19,1.000000000e-04,2.013617111e-02,2.013617111e-02,2.167742029e-02,4.024909381e-02,2.767448891e-02,1.743251644e-02
3,2019-04-19 09:42:30.555874,13.937422752,29,1.000000000e-04,1.768196179e-02,1.768196179e-02,1.805359665e-02,2.261177525e-02,2.371315770e-02,1.329838997e-02
4,2019-04-19 09:42:44.515293,13.959395409,39,1.000000000e-04,1.613989566e-02,1.613989566e-02,1.523015983e-02,1.235442581e-02,1.953331465e-02,9.539760277e-03
5,2019-04-19 09:42:58.518496,14.003185987,49,1.000000000e-04,1.426594099e-02,1.426594099e-02,1.193794180e-02,8.307954064e-03,1.702726483e-02,6.791704614e-03
6,2019-04-19 09:43:12.536410,14.017861605,59,1.000000000e-04,1.600676030e-02,1.600676030e-02,1.198599664e-02,6.962365611e-03,1.813129531e-02,5.843703263e-03
7,2019-04-19 09:43:26.522955,13.986581564,69,1.000000000e-04,1.228994704e-02,1.228994704e-02,9.550870908e-03,5.862697284e-03,1.534746261e-02,4.137466801e-03
8,2019-04-19 09:43:40.528703,14.005749941,79,1.000000000e-04,1.380974166e-02,1.380974166e-02,9.385837009e-03,3.970255191e-03,1.173645421e-02,3.897397756e-03
9,2019-04-19 09:43:54.537196,14.008524179,89,1.000000000e-04,1.032168977e-02,1.032168977e-02,7.349515194e-03,3.889435553e-03,9.940058785e-03,2.873720764e-03
10,2019-04-19 09:44:08.586517,14.049261570,99,1.000000000e-04,1.273113382e-02,1.273113382e-02,8.246520907e-03,3.905435442e-03,8.523052093e-03,2.435444179e-03
11,2019-04-19 09:44:22.678322,14.091904402,109,1.000000000e-04,1.140966946e-02,1.140966946e-02,7.476379024e-03,3.106223000e-03,7.020509243e-03,2.310292795e-03
12,2019-04-19 09:44:36.723585,14.045125008,119,1.000000000e-04,1.129567348e-02,1.129567348e-02,7.361681014e-03,4.683145205e-03,1.045095082e-02,2.051078796e-03
13,2019-04-19 09:44:50.875474,14.151915550,129,1.000000000e-04,1.035044054e-02,1.035044054e-02,6.414624350e-03,3.942510625e-03,8.838186692e-03,1.957566466e-03
14,2019-04-19 09:45:05.101159,14.225667238,139,1.000000000e-04,1.190060438e-02,1.190060438e-02,6.918545929e-03,3.022153431e-03,7.120703091e-03,1.951285533e-03
