row,timestamp,time delta,Step,Learning_Rate,Total_Loss,Reconstruction_Loss,Cycle_Consistency...,Motion_Linearity_...,Stable_Motion_Loss,Temporal_Regulari...
126,2019-04-18 16:07:43.304736,14.174759150,1259,1.000000000e-04,9.779585898e-03,9.779585898e-03,5.647083232e-03,1.400331565e-03,2.815036895e-03,5.999386497e-03
127,2019-04-18 16:07:57.434855,14.130166054,1269,1.000000000e-04,1.030105418e-02,1.030105418e-02,5.882208562e-03,1.261424110e-03,3.104368458e-03,5.982848257e-03
128,2019-04-18 16:08:11.598209,14.163288116,1279,1.000000000e-04,1.045403653e-02,1.045403653e-02,6.081206701e-03,1.303258527e-03,2.603455260e-03,7.546875020e-03
129,2019-04-18 16:08:25.772433,14.174239874,1289,1.000000000e-04,1.054877490e-02,1.054877490e-02,6.214407156e-03,1.101238979e-03,2.366784355e-03,6.712776795e-03
130,2019-04-18 16:08:39.931489,14.159044743,1299,1.000000000e-04,1.157761244e-02,1.157761244e-02,6.502494030e-03,1.222493628e-03,2.434346580e-03,7.171425549e-03
131,2019-04-18 16:08:54.095805,14.164392233,1309,1.000000000e-04,1.203095675e-02,1.203095675e-02,6.899326411e-03,1.099182371e-03,2.531608951e-03,7.773372345e-03
132,2019-04-18 16:09:08.256108,14.160199165,1319,1.000000000e-04,1.119873147e-02,1.119873147e-02,6.295603188e-03,1.069263334e-03,2.443841903e-03,7.339854725e-03
133,2019-04-18 16:09:22.421177,14.165134668,1329,1.000000000e-04,1.127802497e-02,1.127802497e-02,6.568550458e-03,1.199334205e-03,2.123919339e-03,8.409490576e-03
134,2019-04-18 16:09:36.618987,14.197755098,1339,1.000000000e-04,1.049514222e-02,1.049514222e-02,6.016954337e-03,1.178069023e-03,2.515665162e-03,8.379313070e-03
135,2019-04-18 16:09:50.800291,14.181367874,1349,1.000000000e-04,1.174754021e-02,1.174754021e-02,6.631083437e-03,1.076277695e-03,2.230817324e-03,8.719888469e-03
136,2019-04-18 16:10:05.027849,14.227531433,1359,1.000000000e-04,1.111232652e-02,1.111232652e-02,6.252627028e-03,8.019186585e-04,2.059229848e-03,6.386942999e-03
137,2019-04-18 16:10:19.274602,14.246738672,1369,1.000000000e-04,1.256892718e-02,1.256892718e-02,7.060694182e-03,7.657895068e-04,2.253271686e-03,6.957655679e-03
138,2019-04-18 16:10:33.453508,14.178940058,1379,1.000000000e-04,1.298614014e-02,1.298614014e-02,7.486967137e-03,9.638396557e-04,2.181593433e-03,8.215015195e-03
139,2019-04-18 16:10:47.634424,14.180850029,1389,1.000000000e-04,1.089969045e-02,1.089969045e-02,6.467179721e-03,1.549491484e-03,2.930404805e-03,7.665308658e-03
140,2019-04-18 16:11:01.827301,14.192946196,1399,1.000000000e-04,9.915759508e-03,9.915759508e-03,5.838732515e-03,9.404281853e-04,2.379404218e-03,7.725573517e-03
141,2019-04-18 16:11:15.988220,14.160838842,1409,1.000000000e-04,1.225153529e-02,1.225153529e-02,6.891561835e-03,1.092900900e-03,2.330228116e-03,7.694003684e-03
142,2019-04-18 16:11:30.190540,14.202375650,1419,1.000000000e-04,1.231088359e-02,1.231088359e-02,7.074235892e-03,8.216747083e-04,2.114561119e-03,6.928633153e-03
143,2019-04-18 16:11:44.439402,14.248899698,1429,1.000000000e-04,1.224588146e-02,1.224588146e-02,7.077051792e-03,1.029106573e-03,2.467252163e-03,7.108280435e-03
144,2019-04-18 16:11:58.579000,14.139508009,1439,1.000000000e-04,1.196110202e-02,1.196110202e-02,6.876135897e-03,8.831610146e-04,2.455286263e-03,7.908835029e-03
145,2019-04-18 16:12:12.792909,14.213961124,1449,1.000000000e-04,1.393378121e-02,1.393378121e-02,8.224105136e-03,9.554522752e-04,2.738012816e-03,7.893378567e-03
146,2019-04-18 16:12:27.012985,14.220008135,1459,1.000000000e-04,9.404281667e-03,9.404281667e-03,5.519579165e-03,1.029634557e-03,2.633348992e-03,5.470351968e-03
147,2019-04-18 16:12:41.264865,14.251897573,1469,1.000000000e-04,9.703802271e-03,9.703802271e-03,5.711612920e-03,1.390677661e-03,3.537567088e-03,5.726242252e-03
148,2019-04-18 16:12:55.395054,14.130238056,1479,1.000000000e-04,1.149538015e-02,1.149538015e-02,6.642012857e-03,1.517856499e-03,3.871356766e-03,6.943122065e-03
149,2019-04-18 16:13:09.575709,14.180636644,1489,1.000000000e-04,1.418743758e-02,1.418743758e-02,8.116506273e-03,1.215953878e-03,3.555310168e-03,8.593057282e-03
150,2019-04-18 16:13:23.834208,14.258461714,1499,1.000000000e-04,1.059670663e-02,1.059670663e-02,6.044245977e-03,9.247615060e-04,2.671639679e-03,7.924480829e-03
151,2019-04-18 16:13:38.022789,14.188559055,1509,1.000000000e-04,1.031672778e-02,1.031672778e-02,5.780978897e-03,8.735118405e-04,2.673411148e-03,5.810548598e-03
