row,timestamp,time delta,Step,Learning_Rate,Total_Loss,Reconstruction_Loss,Cycle_Consistency...,Motion_Linearity_...,Stable_Motion_Loss,Temporal_Regulari...
1,2019-04-17 19:18:46.188461,0.000004292,9,1.000000000e-04,1.679422143e-02,1.679422143e-02,2.720594052e-02,6.635622457e-02,3.289913773e-02,6.814822629e-02
2,2019-04-17 19:19:00.108270,13.919785500,19,1.000000000e-04,1.324848095e-02,1.324848095e-02,2.800144870e-02,4.876308218e-02,1.666301982e-02,8.863804266e-02
3,2019-04-17 19:19:14.055087,13.946852922,29,1.000000000e-04,1.313314126e-02,1.313314126e-02,2.766494304e-02,4.168865979e-02,1.884842459e-02,9.625020772e-02
4,2019-04-17 19:19:28.059254,14.004190445,39,1.000000000e-04,1.279906859e-02,1.279906859e-02,2.740812711e-02,3.937586844e-02,2.154964488e-02,9.614407197e-02
5,2019-04-17 19:19:42.033080,13.973824024,49,1.000000000e-04,1.316979304e-02,1.316979304e-02,2.373523563e-02,3.209518604e-02,1.698030038e-02,9.420063049e-02
6,2019-04-17 19:19:56.050019,14.016922712,59,1.000000000e-04,1.505967733e-02,1.505967733e-02,2.282007951e-02,3.408116400e-02,2.088571023e-02,8.770771474e-02
7,2019-04-17 19:20:10.115639,14.065656185,69,1.000000000e-04,1.164526572e-02,1.164526572e-02,2.126005534e-02,3.086856473e-02,1.833884222e-02,8.034266457e-02
8,2019-04-17 19:20:24.191033,14.075384617,79,1.000000000e-04,1.371449279e-02,1.371449279e-02,2.118724706e-02,3.038894795e-02,2.355811987e-02,7.748306170e-02
9,2019-04-17 19:20:38.306369,14.115354061,89,1.000000000e-04,1.012932458e-02,1.012932458e-02,1.911235591e-02,2.952567972e-02,2.038669540e-02,7.050885856e-02
10,2019-04-17 19:20:52.371929,14.065545797,99,1.000000000e-04,1.275126454e-02,1.275126454e-02,1.787755517e-02,2.939392980e-02,2.464256193e-02,6.357289329e-02
11,2019-04-17 19:21:06.454253,14.082228661,109,1.000000000e-04,1.143742325e-02,1.143742325e-02,1.556062195e-02,2.810935192e-02,1.676397398e-02,5.616345145e-02
12,2019-04-17 19:21:20.547558,14.093315840,119,1.000000000e-04,1.080601951e-02,1.080601951e-02,1.577663170e-02,2.437478825e-02,1.362587363e-02,5.146252215e-02
13,2019-04-17 19:21:34.622653,14.075153351,129,1.000000000e-04,1.029084246e-02,1.029084246e-02,1.323759453e-02,2.154347599e-02,9.542324161e-03,4.799998850e-02
14,2019-04-17 19:21:48.718493,14.095860481,139,1.000000000e-04,1.171181328e-02,1.171181328e-02,1.347806165e-02,2.021724172e-02,1.042408454e-02,4.476109184e-02
15,2019-04-17 19:22:02.799581,14.080982924,149,1.000000000e-04,1.149842320e-02,1.149842320e-02,1.249994347e-02,2.065405706e-02,1.131955860e-02,4.440331310e-02
16,2019-04-17 19:22:16.908273,14.108747005,159,1.000000000e-04,1.267075348e-02,1.267075348e-02,1.241045883e-02,2.009698516e-02,1.117622780e-02,3.730726168e-02
