row,timestamp,time delta,Step,Learning_Rate,Total_Loss,Loss_R,Loss_C,Loss_M,Loss_S,Loss_T,Loss_E
1,2019-04-20 07:13:26.912082,0.000002384,14039,1.000000000e-05,1.121451464e-02,4.561604629e-03,2.713813446e-03,2.528924029e-04,1.945911688e-04,3.564368002e-03,7.827614481e-03
2,2019-04-20 07:13:41.286084,14.374104977,14049,1.000000000e-05,2.125367429e-02,8.701959997e-03,5.066646426e-03,4.703439859e-04,5.190681215e-04,6.035597413e-03,1.487606596e-02
3,2019-04-20 07:13:55.810662,14.524575710,14059,1.000000000e-05,2.388850823e-02,9.705779818e-03,5.677827937e-03,3.974922845e-04,5.936784204e-04,6.995937903e-03,1.693030279e-02
4,2019-04-20 07:14:10.367708,14.557012796,14069,1.000000000e-05,2.175235506e-02,8.875999786e-03,5.274726846e-03,4.902619781e-04,5.832259209e-04,6.744743767e-03,1.510520447e-02
5,2019-04-20 07:14:24.943048,14.575338125,14079,1.000000000e-05,2.730850261e-02,1.115132137e-02,6.357044028e-03,5.595933064e-04,6.836952132e-04,7.535097492e-03,1.948835449e-02
6,2019-04-20 07:14:39.529104,14.586089849,14089,1.000000000e-05,2.729659854e-02,1.117573273e-02,6.462942250e-03,4.220067960e-04,6.279227382e-04,7.058794051e-03,1.923144618e-02
7,2019-04-20 07:14:54.159997,14.630872726,14099,1.000000000e-05,2.641742649e-02,1.107182177e-02,6.261527841e-03,3.823964405e-04,7.128362631e-04,5.299298873e-03,1.809167461e-02
8,2019-04-20 07:15:08.781002,14.621034145,14109,1.000000000e-05,2.177432887e-02,8.929814957e-03,5.078305281e-03,4.164071346e-04,4.755608636e-04,5.033322424e-03,1.544913612e-02
9,2019-04-20 07:15:23.405004,14.623937607,14119,1.000000000e-05,2.414340731e-02,9.999574907e-03,5.626479210e-03,4.607692346e-04,5.707182339e-04,5.346593936e-03,1.694255210e-02
10,2019-04-20 07:15:38.097973,14.693016529,14129,1.000000000e-05,2.446613889e-02,1.002433146e-02,5.596371694e-03,4.882117311e-04,6.808862614e-04,4.904061439e-03,1.759322928e-02
