index,triplet_id,model_id,num_steps,ssim_val,psnr_val,ms_ssim_val
128,2581,2019-04-23T083858,14034,0.987287819,37.40977478,0.995561659
129,1841,2019-04-23T141504,14034,0.847956657,28.56688118,0.961546361
130,3111,2019-04-20T215827,28069,0.923128903,31.03946686,0.963489711
131,901,2019-04-21T092001,28069,0.975068092,32.85313797,0.990033805
132,2631,2019-04-17T191452,0,0.99294728,41.45930862,0.998330891
133,3241,2019-04-18T233637,14034,0.985262215,37.6322403,0.996481895
134,2661,2019-04-20T215827,28069,0.940504849,29.68045807,0.981522083
135,11,2019-04-18T164451,14034,0.91320467,27.73335457,0.94643122
136,291,2019-04-21T092001,28069,0.979216576,34.11505127,0.99406749
137,3421,2019-04-20T012234,28069,0.995937645,41.27494431,0.998702526
138,2321,ours.png,,0.982679784,38.96185684,0.993884623
139,1771,2019-04-21T092001,28069,0.964049995,32.59361649,0.978146732
140,2381,2019-04-23T141504,14034,0.960617959,31.03906059,0.987029552
141,1591,2019-04-20T215827,28069,0.828358412,27.95751381,0.933264732
142,91,2019-04-18T164451,14034,0.99225229,42.93545532,0.997906029
143,3371,2019-04-17T191452,0,0.988307536,39.68988037,0.996049821
144,3641,2019-04-18T233637,14034,0.893261909,29.1981411,0.97566843
145,2931,2019-04-20T012234,28069,0.978007793,39.24988174,0.991890252
146,11,2019-04-21T224636,28069,0.912896812,27.47070694,0.943679154
147,1851,2019-04-20T012234,28069,0.847903252,28.51753426,0.944866002
148,3591,2019-04-23T083858,14034,0.987597466,38.82046509,0.994837344
149,1011,2019-04-20T151155,28069,0.8943097,27.57121658,0.921726286
150,1721,2019-04-21T092001,28069,0.967552245,29.99228859,0.972773254
151,101,2019-04-21T092001,28069,0.974759042,32.39358902,0.985248625
152,2971,2019-04-18T164451,14034,0.994214714,39.37492752,0.998046815
153,1121,2019-04-20T151155,28069,0.967968166,33.25111771,0.992244065
154,1171,2019-04-18T164451,14034,0.771528542,26.68148994,0.878911197
155,3311,2019-04-19T174028,14034,0.902032852,27.68001556,0.95818454
156,1911,2019-04-21T224636,28069,0.940314949,28.10123253,0.984790564
157,401,ours.png,,0.956151247,33.67969894,0.984296739
158,2861,2019-04-23T083858,14034,0.949019849,33.13663864,0.982860088
159,2701,2019-04-21T224636,28069,0.996227741,44.88261032,0.999142945
160,2241,2019-04-18T164451,14034,0.905054629,26.71337128,0.928901672
161,811,2019-04-21T092001,28069,0.963829994,35.96883011,0.990398586
162,2011,2019-04-18T233637,14034,0.971109211,34.2594223,0.980072021
163,1101,2019-04-17T191452,0,0.985135317,40.83494568,0.995366096
164,51,2019-04-22T082112,28069,0.989511728,43.95259476,0.995931804
165,381,ours.png,,0.994179428,41.85805893,0.998623133
166,3401,2019-04-22T082112,28069,0.989012539,36.61124802,0.997065067
167,3371,2019-04-23T141504,14034,0.992086351,42.82784653,0.99754864
168,1221,2019-04-22T082112,28069,0.862467468,27.22160912,0.927934349
169,1031,2019-04-17T191452,0,0.971249759,28.00217438,0.986635387
170,1141,2019-04-19T174028,14034,0.985377133,35.82515717,0.996818304
171,41,2019-04-19T174028,14034,0.980728924,34.41814041,0.990710914
172,2261,2019-04-20T215827,28069,0.988066494,37.32653809,0.995826721
173,751,2019-04-23T083858,14034,0.976832569,35.04042816,0.99317199
174,3331,2019-04-19T174028,14034,0.72914952,21.90991402,0.905417383
175,2691,2019-04-21T092001,28069,0.986120939,41.35594559,0.994992256
176,491,2019-04-20T012234,28069,0.951019943,29.61884117,0.969905138
177,351,2019-04-21T224636,28069,0.965432465,31.31828308,0.991575956
178,201,2019-04-20T012234,28069,0.952457726,29.94294357,0.985928476
179,2291,2019-04-23T083858,14034,0.989335477,40.63388443,0.997653008
180,1601,2019-04-19T174028,14034,0.887974501,24.11513329,0.957840025
181,361,2019-04-22T082112,28069,0.928464651,30.24936676,0.971871376
182,2601,2019-04-21T092001,28069,0.911845684,23.28829002,0.945888281
183,861,2019-04-21T224636,28069,0.924675763,27.89792824,0.950449169
184,281,2019-04-18T164451,14034,0.935323,30.22688866,0.961151302
185,1001,2019-04-23T141504,14034,0.945444107,29.56455803,0.977122009
186,1811,ours.png,,0.963127136,33.27841949,0.983465374
187,1331,2019-04-22T082112,28069,0.964559078,31.96289253,0.983629405
188,2581,2019-04-18T164451,14034,0.986715555,37.25079346,0.995139658
189,961,2019-04-20T151155,28069,0.993682921,45.58448029,0.998424768
190,101,2019-04-19T174028,14034,0.970393479,32.07562637,0.98582226
191,1411,ours.png,,0.994867563,43.95194626,0.998644412
192,1451,2019-04-20T215827,28069,0.704667568,20.90913582,0.828549206
193,1411,2019-04-20T151155,28069,0.994509995,43.66193008,0.998577535
194,1871,ours.png,,0.954350293,32.97980118,0.983443677
195,1191,ours.png,,0.902338922,31.45568275,0.963847816
196,2291,2019-04-18T233637,14034,0.989607036,40.59380341,0.997634113
197,2401,2019-04-20T215827,28069,0.997358143,47.20505142,0.999467373
198,3301,ours.png,,0.938006341,29.08418083,0.985572577
199,2161,2019-04-23T141504,14034,0.987210274,41.84408569,0.996444166
200,3571,2019-04-21T224636,28069,0.939204037,29.57931328,0.972387731
201,3741,2019-04-23T141504,14034,0.978069842,35.38882446,0.993108273
202,2291,2019-04-17T191452,0,0.989453852,40.85150909,0.997639835
203,1801,2019-04-23T083858,14034,0.985640943,37.76033783,0.995648444
204,41,2019-04-20T151155,28069,0.98132062,34.29991531,0.990682781
205,1111,2019-04-22T082112,28069,0.990942299,44.69814301,0.997998536
206,3101,2019-04-19T174028,14034,0.88694185,29.11741257,0.92131108
207,541,2019-04-23T083858,14034,0.979424953,36.69589615,0.990879953
208,2801,2019-04-21T092001,28069,0.951301396,32.6067009,0.982664287
209,421,2019-04-20T012234,28069,0.835203648,24.57331848,0.944815934
210,3001,2019-04-18T164451,14034,0.890827477,27.60240746,0.959078014
211,1701,2019-04-23T083858,14034,0.96417284,36.35733795,0.987310469
212,651,2019-04-21T224636,28069,0.914413631,23.82152748,0.930394113
213,2771,2019-04-23T141504,14034,0.989138424,43.38548279,0.996344745
214,3411,2019-04-21T224636,28069,0.991091549,40.90932846,0.996704578
215,2311,2019-04-20T215827,28069,0.959305227,33.83930206,0.987038314
216,3381,2019-04-17T191452,0,0.974635541,28.08801651,0.985146344
217,1641,2019-04-23T141504,14034,0.931376159,29.93018913,0.978923976
218,3351,2019-04-22T082112,28069,0.994723618,45.48490143,0.998391449
219,3631,2019-04-21T092001,28069,0.979697883,40.38907623,0.994040668
220,3401,2019-04-18T164451,14034,0.988581359,36.50645828,0.996956646
221,2671,2019-04-22T082112,28069,0.773041725,22.02002907,0.888859749
222,2621,2019-04-17T191452,0,0.96696502,34.3551178,0.988739967
223,2401,2019-04-20T012234,28069,0.99737221,47.19219971,0.999471486
224,3061,2019-04-23T083858,14034,0.803938091,25.31248856,0.883912563
225,121,2019-04-21T092001,28069,0.965199888,35.0062561,0.984624207
226,1971,ours.png,,0.914109051,29.55825424,0.973300457
227,1741,2019-04-19T174028,14034,0.913428009,33.1517868,0.943292141
228,1051,2019-04-21T092001,28069,0.969638348,31.58130074,0.993425667
229,611,2019-04-23T083858,14034,0.985653639,34.75596619,0.995824516
230,581,ours.png,,0.983288825,36.64989471,0.995725214
231,1801,2019-04-20T012234,28069,0.985344827,37.93744659,0.995646656
232,3411,2019-04-23T083858,14034,0.993051827,41.42047501,0.997602165
233,11,2019-04-21T092001,28069,0.91151762,27.40695381,0.942354977
234,1181,2019-04-18T233637,14034,0.955188453,31.96317482,0.983124018
235,1861,2019-04-23T141504,14034,0.95882988,35.49885559,0.990026772
236,1011,2019-04-23T083858,14034,0.894074857,27.58444023,0.922734439
237,3001,2019-04-17T191452,0,0.88005811,26.98788452,0.952539742
238,1361,2019-04-18T164451,14034,0.9485991,33.56202698,0.984937489
239,2081,2019-04-18T233637,14034,0.997257769,48.33237839,0.999430895
240,3741,ours.png,,0.985366404,39.11898041,0.995608568
241,2231,2019-04-19T174028,14034,0.974719524,37.87615585,0.989088476
242,1591,2019-04-19T174028,14034,0.818212807,27.65675735,0.916424096
243,1791,2019-04-17T191452,0,0.933824122,28.59471703,0.956709862
244,2031,2019-04-18T164451,14034,0.975701153,35.91638565,0.994871914
245,861,2019-04-18T233637,14034,0.913345158,27.37241173,0.937512457
246,2221,2019-04-17T191452,0,0.979477227,36.37625885,0.993767202
247,31,2019-04-22T082112,28069,0.958595812,31.21200562,0.986065686
248,2101,2019-04-22T082112,28069,0.972480595,35.80661392,0.984448254
249,401,2019-04-20T012234,28069,0.954199374,33.68896103,0.978190958
250,3501,2019-04-22T082112,28069,0.956170082,30.14030075,0.976795673
251,2671,2019-04-23T141504,14034,0.778612137,22.10937309,0.892897606
252,2831,2019-04-17T191452,0,0.986748755,39.4038353,0.996030629
253,3781,2019-04-23T083858,14034,0.986483634,34.68572235,0.994664729
254,261,2019-04-20T215827,28069,0.994053841,43.5562706,0.998268604
255,211,2019-04-20T012234,28069,0.629326522,19.06983948,0.855971038
256,1691,2019-04-23T141504,14034,0.812935114,24.94278145,0.928141177
257,681,2019-04-18T233637,14034,0.944596112,30.84103775,0.935846508
258,2051,2019-04-20T215827,28069,0.979219198,37.89699936,0.993619144
259,521,2019-04-20T012234,28069,0.949802697,29.74326706,0.984637439
260,2861,2019-04-23T141504,14034,0.948749721,33.12128448,0.98309058
261,2191,2019-04-18T164451,14034,0.993254185,40.46442795,0.998570263
262,1451,2019-04-17T191452,0,0.837212801,22.79781532,0.880598068
263,1181,2019-04-20T215827,28069,0.95600456,32.24317932,0.983706176
264,691,2019-04-20T215827,28069,0.911470115,31.02582741,0.960342407
265,411,2019-04-18T233637,14034,0.597910583,21.66152,0.765363038
266,1601,ours.png,,0.858256996,22.95088005,0.946551144
267,561,2019-04-23T141504,14034,0.994535744,44.36167908,0.998576343
268,1071,2019-04-21T092001,28069,0.944519341,31.63524437,0.985813379
269,2461,2019-04-20T012234,28069,0.983851016,35.7298584,0.996886969
270,1771,2019-04-23T083858,14034,0.961882889,32.16430664,0.976188421
271,341,2019-04-18T164451,14034,0.980044544,33.97092438,0.996276081
272,561,2019-04-23T083858,14034,0.99428314,43.95569229,0.998525918
273,2851,2019-04-21T092001,28069,0.96148926,35.19882965,0.987256348
274,2401,2019-04-19T174028,14034,0.99152261,39.28141785,0.998458683
275,21,2019-04-22T082112,28069,0.988236666,37.09336853,0.997748911
276,3361,2019-04-18T164451,14034,0.976444483,33.48653793,0.981999576
277,2301,2019-04-20T151155,28069,0.990253508,41.28656006,0.995703876
278,3541,2019-04-23T083858,14034,0.979441345,33.15372849,0.992349863
279,31,2019-04-18T233637,14034,0.94002229,29.85471916,0.979611397
280,281,2019-04-21T092001,28069,0.931464672,29.88286018,0.959245145
281,511,2019-04-18T233637,14034,0.994975865,45.12247849,0.998933971
282,2731,2019-04-20T215827,28069,0.950994194,37.55971909,0.981454551
283,1741,2019-04-20T151155,28069,0.959561408,35.03861618,0.967064202
284,371,2019-04-22T082112,28069,0.8972978,25.71032143,0.966925561
285,2961,2019-04-19T174028,14034,0.988341272,40.85307693,0.997871876
286,1741,ours.png,,0.94159317,32.73901367,0.94820708
287,1641,2019-04-21T092001,28069,0.942222297,31.25499725,0.982506692
288,991,2019-04-20T012234,28069,0.93192178,30.85709,0.984191358
289,1931,2019-04-20T215827,28069,0.916891277,29.72573471,0.980042517
290,1041,2019-04-23T141504,14034,0.858618736,23.27742577,0.909341037
291,2701,2019-04-22T082112,28069,0.996252298,44.90045929,0.999136448
292,1181,2019-04-17T191452,0,0.940476358,29.61996078,0.974210441
293,2361,2019-04-23T083858,14034,0.970676839,32.30890656,0.989381135
294,3341,2019-04-20T151155,28069,0.978040874,34.12841797,0.989031136
295,231,2019-04-23T083858,14034,0.998579979,46.9435997,0.99973923
296,731,2019-04-20T012234,28069,0.995708227,47.79201889,0.999036849
297,1611,2019-04-19T174028,14034,0.975569069,36.16594315,0.991322935
298,3331,2019-04-20T151155,28069,0.736837804,21.5059433,0.897638798
299,111,2019-04-20T215827,28069,0.969086349,36.56655884,0.989677906
300,1071,2019-04-23T141504,14034,0.943136871,31.56257629,0.985668182
301,3641,2019-04-19T174028,14034,0.896860182,29.6642952,0.976499081
302,3031,2019-04-19T174028,14034,0.960968792,32.28772736,0.987205327
303,701,2019-04-17T191452,0,0.850276649,29.21941757,0.925831139
304,3341,2019-04-19T174028,14034,0.966688633,32.87280655,0.984447956
305,131,2019-04-22T082112,28069,0.891932547,25.24276161,0.935707271
306,71,2019-04-22T082112,28069,0.981196463,30.60470581,0.994482696
307,1891,2019-04-21T224636,28069,0.931004703,26.7488575,0.971733332
308,2761,2019-04-18T164451,14034,0.992362201,41.20770645,0.997591972
309,3351,2019-04-21T092001,28069,0.994675815,45.44235992,0.998380661
310,21,2019-04-23T141504,14034,0.986266792,36.42554855,0.997281849
311,441,2019-04-23T141504,14034,0.999110281,43.61349106,0.999849796
312,1941,2019-04-18T164451,14034,0.915466309,29.00975037,0.97651881
313,3751,2019-04-23T141504,14034,0.97600919,31.26368713,0.990652084
314,3281,2019-04-20T012234,28069,0.953968585,35.32069778,0.988883018
315,2761,2019-04-20T215827,28069,0.992182255,43.18317795,0.997502327
316,211,2019-04-17T191452,0,0.395383269,16.83524132,0.689479768
317,3421,2019-04-18T233637,14034,0.995674431,40.80179977,0.998624086
318,1471,2019-04-23T083858,14034,0.99558562,47.45467377,0.998646498
319,1731,2019-04-23T083858,14034,0.985905886,37.50290298,0.994891644
320,1291,2019-04-23T083858,14034,0.979109704,34.71113968,0.99393183
321,2001,2019-04-17T191452,0,0.959535062,36.80442047,0.986866534
322,3691,2019-04-23T141504,14034,0.997721374,46.50679779,0.999590099
323,3481,2019-04-21T224636,28069,0.975223839,37.7480545,0.993313372
324,3231,2019-04-21T224636,28069,0.984560192,36.399086,0.995829105
325,2151,2019-04-19T174028,14034,0.984757602,35.36348724,0.99510473
326,361,2019-04-23T141504,14034,0.918259323,29.73500824,0.966110408
327,2991,2019-04-20T215827,28069,0.943137884,34.79815292,0.982756913
328,2511,2019-04-23T141504,14034,0.995525599,42.34953308,0.998400211
329,1101,2019-04-18T164451,14034,0.984493196,40.578022,0.995230436
330,1571,2019-04-22T082112,28069,0.770187199,27.43155479,0.903521538
331,2221,2019-04-21T092001,28069,0.981474221,36.64374542,0.994084656
332,811,2019-04-23T141504,14034,0.963254631,35.81019592,0.990381718
333,3131,2019-04-18T233637,14034,0.89071399,25.76603889,0.938212216
334,3331,2019-04-23T083858,14034,0.737894833,21.59950066,0.903371871
335,1501,2019-04-17T191452,0,0.952551186,27.79085732,0.97725296
336,1921,2019-04-20T215827,28069,0.954474688,32.27332306,0.990067065
337,481,2019-04-20T151155,28069,0.968440592,35.3156395,0.989596605
338,3351,2019-04-17T191452,0,0.991244078,43.05343246,0.997121572
339,3371,2019-04-22T082112,28069,0.992432415,43.1068573,0.99767369
340,3771,2019-04-18T164451,14034,0.995389223,44.16620636,0.9989779
341,3521,2019-04-21T224636,28069,0.932420313,29.70975494,0.978741825
342,1201,2019-04-21T224636,28069,0.863338888,28.39134789,0.944133461
343,231,2019-04-20T215827,28069,0.99944216,48.92725372,0.999841928
344,491,2019-04-17T191452,0,0.949711978,29.87731552,0.97127372
345,31,ours.png,,0.960247338,31.87845421,0.986558616
346,1461,ours.png,,0.911974669,29.7270546,0.966117203
347,3131,2019-04-20T151155,28069,0.884512365,25.51982307,0.938816488
348,211,2019-04-22T082112,28069,0.659422815,19.37298393,0.86402154
349,3111,2019-04-23T141504,14034,0.924216449,31.31821823,0.963882148
350,1711,2019-04-23T083858,14034,0.980011463,34.9094429,0.993203104
351,2511,2019-04-22T082112,28069,0.995547831,42.55197525,0.998387158
352,1161,2019-04-17T191452,0,0.917851925,28.39501762,0.969947159
353,1161,2019-04-22T082112,28069,0.952576458,31.00328445,0.981406748
354,2231,2019-04-20T215827,28069,0.983655632,39.80745316,0.993204176
355,291,2019-04-18T164451,14034,0.977140427,34.06613159,0.992266715
356,91,2019-04-20T151155,28069,0.99255234,43.16479111,0.997964084
357,2021,2019-04-18T164451,14034,0.948947906,32.75014877,0.972891986
358,1571,2019-04-19T174028,14034,0.742973089,27.31292534,0.890440047
359,621,2019-04-21T092001,28069,0.904014349,25.31363297,0.932315826
360,2191,2019-04-20T151155,28069,0.99327141,40.656147,0.998579502
361,981,2019-04-19T174028,14034,0.992236376,45.35515594,0.997980833
362,611,2019-04-22T082112,28069,0.986316264,34.96533966,0.995971859
363,2871,2019-04-20T012234,28069,0.892671049,25.186903,0.931713283
364,2031,2019-04-18T233637,14034,0.97587198,35.96337891,0.994893253
365,141,2019-04-20T151155,28069,0.981043875,34.53856659,0.99529773
366,2521,2019-04-21T224636,28069,0.965728462,32.70302963,0.987303197
367,1371,ours.png,,0.980073273,38.76250458,0.990061224
368,3421,2019-04-20T215827,28069,0.995913506,41.22597122,0.998696089
369,1861,2019-04-21T224636,28069,0.962721765,36.06758881,0.990803719
370,3571,2019-04-23T083858,14034,0.933462143,29.24360275,0.97055316
371,2911,2019-04-23T083858,14034,0.977212906,34.69974136,0.992378056
372,1501,2019-04-20T215827,28069,0.933120906,25.94801903,0.973123729
373,71,2019-04-17T191452,0,0.97367686,30.03464699,0.992688835
374,1331,2019-04-20T151155,28069,0.964517295,31.93112946,0.983250439
375,721,2019-04-18T233637,14034,0.99892801,56.05649567,0.999578476
376,2701,2019-04-20T012234,28069,0.996263981,45.08289337,0.999128342
377,861,ours.png,,0.919350207,27.93490028,0.947360992
378,3171,2019-04-21T224636,28069,0.996490777,47.0797081,0.998904049
379,2771,2019-04-21T092001,28069,0.98897773,43.4437561,0.996296644
380,3141,2019-04-20T151155,28069,0.990664303,36.80914688,0.995405376
381,971,2019-04-21T224636,28069,0.975112498,36.69705582,0.992493689
382,2131,2019-04-19T174028,14034,0.98798275,36.160923,0.996333599
383,2421,2019-04-20T215827,28069,0.996113777,46.12829971,0.998898029
384,2311,2019-04-18T233637,14034,0.942042053,31.98033905,0.9791677
385,481,2019-04-18T164451,14034,0.964031637,34.89719391,0.988352597
386,1781,2019-04-21T224636,28069,0.959851265,30.25102425,0.98365432
387,3771,2019-04-17T191452,0,0.995530844,43.72848892,0.998991907
388,181,2019-04-20T151155,28069,0.997461975,47.28461456,0.999459326
389,241,2019-04-21T092001,28069,0.986500263,36.05760574,0.995063484
390,3601,2019-04-21T224636,28069,0.645498812,22.36027527,0.835594237
391,3261,2019-04-18T164451,14034,0.97114706,33.09774017,0.985994101
392,1961,2019-04-23T141504,14034,0.560835958,20.2592926,0.720988214
393,2111,2019-04-17T191452,0,0.89737457,26.90559196,0.939950764
